
현재 판매가격(충전소)

기준일자 : 20170202,,,,,,(단위 : 원/리터)
고유번호,지역,상호,주소,상표,셀프여부,LPG

A0019935,광주 북구,매일LPG충전소(용전동,광주광역시 북구  우치로 850 (용전동),GS칼텍스,일반,755
A0019936,광주 북구,바로오케이충전소,광주 북구 하남대로 763 (운암동),SK가스,일반,734
A0019947,광주 북구,패밀리LPG충전소,광주광역시 북구  우치로 654 (생용동),S-OIL,일반,760
A0019992,광주 북구,동화가스(주),광주광역시 북구 각화대로 39 (각화동),GS칼텍스,일반,799
A0019993,광주 북구,반디가스 운암본점, 광주광역시 북구 운신남길 146,E1,일반,734
A0019995,광주 북구,대성가스(주)충전소,광주 북구 하서로176번길 18 (양산동),E1,일반,817
A0020009,광주 북구,(주)무등LPG충전소,광주 북구 하서로 553 (본촌동),E1,일반,760
A0020023,광주 북구,광주개인택시LPG충전소,광주 북구 하서로 576 (본촌동),SK가스,일반,834
A0020031,광주 북구,(주)도시산업엘피지,광주 북구 무등로137번길 8 (신안동),S-OIL,일반,842
A0020092,광주 북구,첨단2지구충전소,광주광역시 북구 임방울대로 945 (신용동),S-OIL,일반,760
A0020661,광주 북구,대창석유국일충전소,광주광역시 북구  탁영로 11 (두암동),SK에너지,일반,734
A0022427,광주 북구,반디가스 일곡점,광주광역시 북구  우치로 585 (일곡동),E1,일반,760
A0022496,광주 북구,동광주LPG충전소,광주 북구 동문대로 560 (망월동),SK가스,일반,760
A0032697,광주 북구,광산업단지충전소,광주광역시 북구 삼소로 330,GS칼텍스,일반,745
A0033019,광주 북구,용두엘피지충전소,광주광역시 북구  빛고을대로 656 (용두동),현대오일뱅크,일반,688
A0001638,광주 광산구,광산IC LPG충전소,광주 광산구 사암로 860-38 (도천동),E1,일반,767
A0014923,광주 광산구,반디가스 첨단점,광주광역시 광산구  첨단봉산안길 94 (산월동),E1,일반,767
A0019983,광주 광산구,신창LPG충전소,광주 광산구 북문대로 354,GS칼텍스,일반,767
A0020013,광주 광산구,반디가스 신가점,광주 광산구 하남대로 361 (신가동),E1,일반,734
A0020171,광주 광산구,한일LPG충전소,광주 광산구 북문대로420번길 92 (신창동),SK에너지,일반,767
A0020209,광주 광산구,(주)영진에너지, 광주광역시 광산구 상무대로 483 (우산동),GS칼텍스,일반,680
A0020275,광주 광산구,신공항LPG충전소, 광주광역시 광산구 상무대로 404,E1,일반,753
A0020294,광주 광산구,부경LPG충전소,광주 광산구 동곡로 542 (장록동),SK에너지,일반,728
A0020396,광주 광산구,공항LPG충전소,광주 광산구 상무대로 441 (신촌동),SK가스,일반,734
A0020436,광주 광산구,수완LPG충전소,광주광역시 광산구  사암로 668 (장덕동),현대오일뱅크,일반,766
A0020482,광주 광산구,빛고을충전소,광주 광산구 하남대로 378 (신가동),S-OIL,일반,731
A0020487,광주 광산구,한일에너지(유),광주 광산구 북문대로 619-20 (수완동),SK가스,일반,713
A0020493,광주 광산구,금정LPG충전소,광주 광산구 북문대로 365 (신창동),E1,일반,848
A0020520,광주 광산구,개인택시조합제2충전소,광주 광산구 상무대로 467 (신촌동),E1,일반,834
A0020568,광주 광산구,대성가스(주)지평선충전소,광주광역시 광산구 영광로3777,E1,일반,798
A0020576,광주 광산구,(주)만남의광장,광주광역시 광산구  무진대로 79 (소촌동),SK가스,일반,734
A0020610,광주 광산구,(주)대창석유직영양지LPG충전소,광주 광산구 무진대로 60 (소촌동),SK가스,일반,734
A0020662,광주 광산구,(주)제일에너지,광주광역시 광산구 목련로 358 (신가동),SK가스,일반,724
A0020669,광주 광산구,(주)제일동곡점,광주광역시 광산구 동곡로 123,SK가스,일반,680
A0020671,광주 광산구,(주)신한에너지수완엘피지충전,광주 광산구 왕버들로 197 (수완동),SK에너지,일반,849
A0020690,광주 광산구,(유)남동진에너지,광주 광산구 임방울대로 16,GS칼텍스,일반,734
A0020693,광주 광산구,(주)광주LPG충전소,광주광역시 광산구 동곡로 122 (하산동),SK에너지,일반,734
A0021607,광주 광산구,진솔가스, 광주광역시 광산구 영광로 3498,E1,일반,732
A0032897,광주 광산구,동일가스㈜,광주 광산구 동곡로 456 (월전동),자가상표,일반,680
A0013367,광주 남구,광주LPG충전소,광주광역시 남구 송암로 106 (송하동),E1,일반,827
A0019447,광주 남구,효천LPG충전소,광주 남구 서문대로 297,SK에너지,일반,760
A0019568,광주 남구,(주)금정남광주lpg충전소,광주광역시 남구  서문대로 497 (송하동),E1,일반,838
A0019696,광주 남구,반디가스 송암점,광주 남구 송암로 28 (송하동),E1,일반,760
A0019754,광주 남구,우림LPG충전소,광주 남구 회재로 277 (압촌동),E1,일반,760
A0013594,대전 동구,판암IC자동차충전소,대전 동구 옥천로 309 (삼정동),E1,일반,861
A0013744,대전 동구,고속가스충전소,대전광역시 동구  동서대로 1660 (성남동),SK가스,일반,822
A0013784,대전 동구,대양가스충전소,대전 동구 동대전로 312 (가양동),SK에너지,일반,822
A0013874,대전 동구,남대전IC충전소,대전광역시 동구 대전로 242 (대성동),SK가스,일반,819
A0014019,대전 동구,내트럭(주)남대전사업소,대전 동구 대전로 15,SK에너지,일반,802
A0014126,대전 동구,중도가스(주)대전영업소, 대전광역시 동구 대전로 295,GS칼텍스,일반,818
A0013610,대전 중구,세일가스,대전 중구 대종로 117 (옥계동),GS칼텍스,일반,821
A0013844,대전 중구,대명가스충전소,대전광역시 중구  오류로 95 (오류동),SK에너지,일반,822
A0013895,대전 중구,SK가스대진충전소,대전 중구 대전천서로 755 (중촌동),SK가스,일반,824
A0013943,대전 중구,삼경가스(주),대전광역시 중구 문화로 8 (산성동),GS칼텍스,일반,815
A0013944,대전 중구,(자)유한가스,대전 중구 유등천동로 780 (중촌동),SK에너지,일반,824
A0013947,대전 중구,(주)대전개인택시충전소,대전 중구 대둔산로 130 (안영동),E1,일반,819
A0013974,대전 중구,중도가스(주)서대전영업소,대전 중구 오류로 63 (오류동),GS칼텍스,일반,818
A0013975,대전 중구,동일석유(주)삼영충전소,대전 중구 대전천서로 749-1 (중촌동),SK에너지,일반,824
A0016479,대전 중구,맘모스LPG충전소,대전 중구 대전천서로 767 (중촌동),E1,일반,824
A0016740,대전 중구,정림가스충전소,대전 중구 계백로 1275(정림동),GS칼텍스,일반,811
A0016709,대전 서구,대전충전소,대전광역시 서구  도산로 218 (변동),SK에너지,일반,819
A0016748,대전 서구,(주)지엔에스도안신도시LPG충전소,대전광역시 서구 계백로 1249번길 27,SK가스,일반,767
A0016758,대전 서구,창성가스충전소,대전광역시 서구  갈마로 335 (가장동),GS칼텍스,일반,819
A0016863,대전 서구,대전개인택시월평LPG충전소,대전 서구 월드컵대로484번길 82-59 (월평동),E1,일반,819
A0031303,대전 서구,서정LPG충전소,대전광역시 서구 계백로 1332 (정림동),E1,일반,814
A0005930,대전 유성구,SK유성충전소,대전 유성구 현충원로 168 (갑동),SK가스,일반,824
A0011957,대전 유성구,서대전IC충전소,대전 유성구 진잠로 9 (원내동),SK가스,일반,818
A0016514,대전 유성구,유성학하충전소,대전 유성구 화랑로 138  (학하동),S-OIL,일반,807
A0016585,대전 유성구,동학사LPG충전소,대전 유성구 현충원로 137 (갑동),GS칼텍스,일반,827
A0016616,대전 유성구,진잠 유통단지 충전소,대전광역시 유성구 유성대로 148 (교촌동),현대오일뱅크,일반,816
A0016651,대전 유성구,송정가스충전소,대전광역시 유성구 계백로 34,E1,일반,814
A0016777,대전 유성구,(주)황제충전소,대전 유성구 대덕대로 1021 (덕진동),SK가스,일반,823
A0016844,대전 유성구,(주)신전사(방동엘피지충전소),대전 유성구 계백로 473 (방동),GS칼텍스,일반,814
A0016862,대전 유성구,(주)에스알머트리얼즈유성IC충전소,대전 유성구 현충원로 509 (장대동),SK가스,일반,827
A0013654,대전 대덕구,갑천(상)LPG충전소,대전 대덕구 아리랑로55번길 187 (신대동),GS칼텍스,일반,817
A0013655,대전 대덕구,대화공단LPG충전소,대전 대덕구 아리랑로 63 (읍내동),SK가스,일반,817
A0013658,대전 대덕구,우성LPG충전소,대전광역시 대덕구 신탄진로 71,E1,일반,815
A0013845,대전 대덕구,정동LPG충전소, 대전광역시 대덕구 대전로1020번길 47 (오정동),SK에너지,일반,821
A0013869,대전 대덕구,대전LPG충전소,대전 대덕구 대화로50번길 90 (대화동),E1,일반,816
A0014006,대전 대덕구,대전개인택시동대전충전소,대전 대덕구 대전로 1108 (오정동),GS칼텍스,일반,819
A0014023,대전 대덕구,(주)에스알머트리얼즈대덕충전소,대전광역시 대덕구 대전로1331번길 460 (대화동),SK에너지,일반,819
A0014037,대전 대덕구,(주)회덕IC주유소충전소,대전광역시 대덕구 갑천도시고속도로 1084 (신대동),S-OIL,셀프,817
A0016481,대전 대덕구,시온가스충전소,대전 대덕구 신탄진로 737 (신탄진동),자가상표,일반,798
A0016516,대전 대덕구,신탄진충전소,대전 대덕구 신탄진로 520 (상서동,S-OIL,일반,809
A0016712,대전 대덕구,공단LPG충전소,대전 대덕구 대덕대로 1408 (신일동),E1,일반,816
A0016728,대전 대덕구,대덕밸리LPG충전소,대전광역시 대덕구 신탄진로 650,현대오일뱅크,일반,792
A0016783,대전 대덕구,신탄진(상)주유소/충전소,대전광역시 대덕구 산업단지로 27 (상서동),SK에너지,셀프,837
A0017429,대전 대덕구,상서충전소,대전광역시 대덕구  신탄진로 484 (상서동),GS칼텍스,일반,812
A0017448,대전 대덕구,(주)중앙그린에너지2호점,대전 대덕구 신탄진로 485(상서동),GS칼텍스,일반,812
A0017450,대전 대덕구,대화LPG충전소,대전광역시 대덕구 대전로 1238 (대화동),E1,일반,818
A0033065,울산 중구,태화가스충전소,울산광역시 중구 북부순환도로 165,GS칼텍스,일반,823
A0033114,울산 중구,우정혁신도시충전소,울산광역시 중구  성안로 131 (성안동),S-OIL,일반,824
A0028983,울산 남구,울산두왕LPG충전소,울산 남구 두왕로 61 (두왕동),E1,일반,820
A0029013,울산 남구,울산LPG충전소,울산광역시 남구 장생포로 5 (여천동),E1,일반,829
A0029036,울산 남구,SK울산충전소,울산 남구 번영로 242 (삼산동),SK에너지,일반,834
A0029068,울산 남구,금광가스(주),울산 남구 번영로 104 (달동),SK에너지,일반,835
A0029086,울산 남구,(주)남산가스충전소,울산 남구 남산로 239 (신정동),S-OIL,일반,832
A0029090,울산 남구,울산개인택시제1충전소, 울산광역시 남구 수암로155번길 4-5 (야음동),S-OIL,일반,826
A0029147,울산 남구,대양제1충전소,울산 남구 화합로 18 (여천동),SK에너지,일반,834
A0029148,울산 남구,대양제2충전소,울산 남구 남산로 231 (무거동),SK에너지,일반,828
A0029156,울산 남구,명진가스(주)삼산지점충전소,울산 남구 삼산로 394 (삼산동),S-OIL,일반,834
A0029169,울산 남구,대양산업(주)대양울산충전소,울산 남구 산업로 477 (여천동),GS칼텍스,일반,834
A0029187,울산 남구,(주)옥동엘피지충전소,울산광역시 남구 남부순환도로 465,현대오일뱅크,일반,829
A0031188,울산 남구,남울산LPG충전소,울산 남구 산업로 144 (상개동),SK에너지,일반,818
A0031670,울산 남구,개인택시복지충전소,울산광역시 남구  남산로 209 (무거동),E1,일반,826
A0031480,울산 동구,동구LPG충전소,울산 동구 봉수로 36 (방어동),SK에너지,일반,831
A0031523,울산 북구,연암대성충전소,울산광역시 북구  안기번득길 95 (진장동),GS칼텍스,일반,825
A0031568,울산 북구,태평양LPG충전소,울산 북구 산업로 1711 (중산동),SK에너지,일반,799
A0031596,울산 북구,연암LPG충전소,울산광역시 북구 무룡1로 105-1 (연암동),E1,일반,825
A0031627,울산 북구,경동가스충전소,울산 북구 북부순환도로 1165 (연암동),SK에너지,일반,825
A0031662,울산 북구,(주)아성에너지,울산 북구 효자로 1 (효문동),현대오일뱅크,일반,825
A0031691,울산 북구,대양충전소,울산 북구 산업로 1454 (신천동),SK에너지,일반,825
A0010223,울산 울주군,㈜오일석유 언양(서울)주유소/충전소,울산 울주군 언양읍 언동3길 20-48,자가상표,일반,755
A0028910,울산 울주군,통도IC충전소, 울산광역시 울주군 삼남면 반구대로 42,GS칼텍스,일반,799
A0028956,울산 울주군,청량가스충전소,울산광역시 울주군 청량면 남창로 1069,GS칼텍스,일반,811
A0029069,울산 울주군,온산LPG충전소,울산광역시 울주군 온산읍 덕신로 490,S-OIL,일반,811
A0029081,울산 울주군,(주)온양유류,울산광역시 울주군 온양읍 남창로 742,GS칼텍스,일반,811
A0029088,울산 울주군,문수가스충전소,울산광역시 울주군 웅촌면 웅촌로 725,GS칼텍스,일반,823
A0029128,울산 울주군,동양가스산업(주)오복충전소,울산 울주군 웅촌면 웅촌로 656,SK에너지,일반,732
A0029146,울산 울주군,(주)해성상대LPG충전,울산 울주군 웅촌면 웅촌로 20,SK가스,일반,756
A0029152,울산 울주군,주)신일에너지,울산 울주군 웅촌면 웅촌로 490,S-OIL,일반,792
A0031535,울산 울주군,울산가스충전소,울산 울주군 언양읍 반구대로 960,GS칼텍스,일반,823
